countrycode,country,city,year,subject,value
LTU,Lithuania,Vilnius,2016,Proportion of working age population qualified at level 3 or 4 ISCED,35.8
LTU,Lithuania,Vilnius,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",60.2
LTU,Lithuania,Vilnius,2017,Number of children 0-4 in day care or school,-
LTU,Lithuania,Vilnius,2017,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
LTU,Lithuania,Vilnius,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LTU,Lithuania,Vilnius,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LTU,Lithuania,Vilnius,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
LTU,Lithuania,Vilnius,2017,Share of students in higher education in the total population (per 1000 persons),-
LTU,Lithuania,Vilnius,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
LTU,Lithuania,Vilnius,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2008,Number of children 0-4 in day care or school,"29,101"
POL,Poland,Warsaw,2008,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","361,040"
POL,Poland,Warsaw,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,359
POL,Poland,Warsaw,2008,Share of students in higher education in the total population (per 1000 persons),211
POL,Poland,Warsaw,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2009,Number of children 0-4 in day care or school,"33,096"
POL,Poland,Warsaw,2009,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","358,370"
POL,Poland,Warsaw,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,387.6
POL,Poland,Warsaw,2009,Share of students in higher education in the total population (per 1000 persons),209
POL,Poland,Warsaw,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2010,Number of children 0-4 in day care or school,-
POL,Poland,Warsaw,2010,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
POL,Poland,Warsaw,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
POL,Poland,Warsaw,2010,Share of students in higher education in the total population (per 1000 persons),-
POL,Poland,Warsaw,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2011,Number of children 0-4 in day care or school,"40,056"
POL,Poland,Warsaw,2011,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","345,203"
POL,Poland,Warsaw,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","38,146"
POL,Poland,Warsaw,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"460,659"
POL,Poland,Warsaw,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","460,742"
POL,Poland,Warsaw,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,417.9
POL,Poland,Warsaw,2011,Share of students in higher education in the total population (per 1000 persons),202
POL,Poland,Warsaw,2011,Proportion of working age population qualified at level 3 or 4 ISCED,45.5
POL,Poland,Warsaw,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",45.5
POL,Poland,Warsaw,2012,Number of children 0-4 in day care or school,"42,232"
POL,Poland,Warsaw,2012,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","335,757"
POL,Poland,Warsaw,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,436
POL,Poland,Warsaw,2012,Share of students in higher education in the total population (per 1000 persons),196
POL,Poland,Warsaw,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2013,Number of children 0-4 in day care or school,"44,889"
POL,Poland,Warsaw,2013,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","305,895"
POL,Poland,Warsaw,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,467.6
POL,Poland,Warsaw,2013,Share of students in higher education in the total population (per 1000 persons),177
POL,Poland,Warsaw,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2014,Number of children 0-4 in day care or school,"46,802"
POL,Poland,Warsaw,2014,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","292,595"
POL,Poland,Warsaw,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,488.9
POL,Poland,Warsaw,2014,Share of students in higher education in the total population (per 1000 persons),169
POL,Poland,Warsaw,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2015,Number of children 0-4 in day care or school,-
POL,Poland,Warsaw,2015,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
POL,Poland,Warsaw,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
POL,Poland,Warsaw,2015,Share of students in higher education in the total population (per 1000 persons),-
POL,Poland,Warsaw,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2016,Number of children 0-4 in day care or school,-
POL,Poland,Warsaw,2016,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
POL,Poland,Warsaw,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
POL,Poland,Warsaw,2016,Share of students in higher education in the total population (per 1000 persons),-
POL,Poland,Warsaw,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2017,Number of children 0-4 in day care or school,-
POL,Poland,Warsaw,2017,"Share of early leavers from education and training, total -%",-
POL,Poland,Warsaw,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
POL,Poland,Warsaw,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
POL,Poland,Warsaw,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
POL,Poland,Warsaw,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
POL,Poland,Warsaw,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
POL,Poland,Warsaw,2017,Share of students in higher education in the total population (per 1000 persons),-
POL,Poland,Warsaw,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
POL,Poland,Warsaw,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2008,Number of children 0-4 in day care or school,-
HRV,Croatia,Zagreb,2008,"Share of early leavers from education and training, total -%",-
HRV,Croatia,Zagreb,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
HRV,Croatia,Zagreb,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
HRV,Croatia,Zagreb,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
HRV,Croatia,Zagreb,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
HRV,Croatia,Zagreb,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
HRV,Croatia,Zagreb,2008,Share of students in higher education in the total population (per 1000 persons),-
HRV,Croatia,Zagreb,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
HRV,Croatia,Zagreb,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2009,Number of children 0-4 in day care or school,-
HRV,Croatia,Zagreb,2009,"Share of early leavers from education and training, total -%",-
HRV,Croatia,Zagreb,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
HRV,Croatia,Zagreb,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
HRV,Croatia,Zagreb,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
HRV,Croatia,Zagreb,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
HRV,Croatia,Zagreb,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
HRV,Croatia,Zagreb,2009,Share of students in higher education in the total population (per 1000 persons),-
HRV,Croatia,Zagreb,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
HRV,Croatia,Zagreb,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2010,Number of children 0-4 in day care or school,-
HRV,Croatia,Zagreb,2010,"Share of early leavers from education and training, total -%",-
HRV,Croatia,Zagreb,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
HRV,Croatia,Zagreb,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
HRV,Croatia,Zagreb,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
HRV,Croatia,Zagreb,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
HRV,Croatia,Zagreb,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
HRV,Croatia,Zagreb,2010,Share of students in higher education in the total population (per 1000 persons),-
HRV,Croatia,Zagreb,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
HRV,Croatia,Zagreb,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2011,Number of children 0-4 in day care or school,-
HRV,Croatia,Zagreb,2011,"Share of early leavers from education and training, total -%",-
HRV,Croatia,Zagreb,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
HRV,Croatia,Zagreb,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
HRV,Croatia,Zagreb,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
HRV,Croatia,Zagreb,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
HRV,Croatia,Zagreb,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
HRV,Croatia,Zagreb,2011,Share of students in higher education in the total population (per 1000 persons),-
